caseid,democratic2016,inputstate,region,birthyr,gender,sexuality,trans,educ,edloan,race,employ,internethome,marstat,pew_religimp,religpew,child18,faminc_new,ownhome,urbancity,milstat_5,immstat,union,investor
414295515,0,42,Northeast,1971,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Divorced,Somewhat important,Roman Catholic,No,4,Own,Rural area,Never Served,5,Never,Yes
412351236,0,51,South,1966,Male,Heterosexual,No,4-year,No,White,Unemployed,Broadband,Never Married,Very important,Protestant,No,16,Own,City,Served,4,Never,Yes
412283181,1,16,West,1946,Female,Heterosexual,No,4-year,No,Other,Retired,Broadband,Widowed,Not at all important,Atheist,No,3,Own,City,Never Served,4,Never,Yes
413061841,1,37,South,1949,Male,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,3,Own,Rural area,Never Served,5,Former,Yes
414765691,1,12,South,1989,Male,Heterosexual,No,4-year,No,White,Part-time,Broadband,Never Married,Somewhat important,Roman Catholic,No,4,Rent,City,Never Served,5,Never,No
412899999,0,55,Midwest,1942,Female,Heterosexual,No,No HS,No,White,Retired,Broadband,Never Married,Very important,Roman Catholic,No,3,Own,City,Served,4,Former,No
415312069,1,17,Midwest,1952,Male,Heterosexual,No,Some college,No,White,Permanently disabled,Broadband,Never Married,Not too important,Agnostic,No,1,Rent,City,Never Served,5,Former,No
415320116,1,6,West,1997,Female,Heterosexual,No,Some college,No,Mixed,Student,Broadband,Never Married,Not too important,Roman Catholic,No,16,Rent,Suburb,Never Served,4,Never,No
417353227,0,12,South,1971,Male,Heterosexual,No,4-year,No,Mixed,Full-time,Broadband,Married,Somewhat important,Protestant,Yes,12,Own,Suburb,Served,4,Never,Yes
412778006,0,1,South,1994,Female,Heterosexual,No,High school graduate,No,White,Unemployed,None,Never Married,Very important,Nothing in particular,Yes,1,Rent,Rural area,Never Served,5,Never,No
412923652,1,12,South,1990,Male,Prefer not to say,No,Some college,No,White,Homemaker,Broadband,Never Married,Not too important,Agnostic,No,9,Rent,Town,Never Served,5,Never,Yes
413821566,0,29,Midwest,1982,Male,Heterosexual,No,2-year,Yes,White,Full-time,Broadband,Never Married,Somewhat important,Nothing in particular,Yes,6,Rent,Rural area,Never Served,5,Never,No
417499828,0,41,West,1947,Female,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Not too important,Protestant,No,7,Own,Suburb,Served,5,Current,Yes
412985943,0,54,South,1988,Male,Heterosexual,No,Some college,Yes,White,Unemployed,Broadband,Married,Very important,Protestant,No,2,Other,Town,Never Served,5,Former,No
412274158,0,48,South,1955,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Not too important,Protestant,No,9,Own,Suburb,Never Served,4,Former,Yes
413421717,0,1,South,1958,Female,Heterosexual,No,4-year,No,White,Full-time,Broadband,Never Married,Very important,Protestant,No,6,Rent,Town,Served,5,Never,Yes
420377683,1,18,Midwest,1963,Female,Heterosexual,No,High school graduate,Yes,White,Full-time,None,Married,Very important,Protestant,No,5,Own,City,Never Served,5,Never,Yes
420143896,0,9,Northeast,1959,Male,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Married,Somewhat important,Roman Catholic,No,16,Own,Suburb,Served,3,Never,Yes
420290242,1,27,Midwest,1995,Female,Heterosexual,No,4-year,No,White,Full-time,Broadband,Never Married,Not at all important,Atheist,No,6,Rent,City,Never Served,5,Never,Yes
413031564,0,21,South,1982,Male,Heterosexual,No,4-year,No,White,Homemaker,Broadband,Married,Very important,Protestant,Yes,4,Own,Suburb,Served,5,Never,Yes
412881708,1,6,West,1973,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Not at all important,Atheist,No,12,Own,Suburb,Never Served,5,Never,Yes
413306776,1,27,Midwest,1976,Female,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Never Married,Not at all important,Atheist,No,6,Own,Town,Served,4,Never,No
411874095,1,6,West,1963,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,None,Married,Somewhat important,Protestant,No,8,Own,Rural area,Never Served,5,Former,No
412873387,0,17,Midwest,1992,Female,Heterosexual,No,2-year,No,White,Homemaker,None,Married,Not too important,Hindu,No,8,Rent,Suburb,Never Served,1,Never,No
412899189,1,39,Midwest,1955,Female,Heterosexual,No,High school graduate,No,White,Unemployed,Broadband,Married,Very important,Roman Catholic,No,8,Own,Rural area,Served,5,Never,Yes
411893005,0,37,South,1953,Female,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Very important,Protestant,No,9,Own,Rural area,Served,5,Never,No
414227432,0,55,Midwest,1938,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Divorced,Somewhat important,Protestant,No,2,Rent,Town,Never Served,4,Never,Yes
411871555,1,12,South,1954,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Widowed,Not at all important,Atheist,No,4,Own,Town,Served,4,Former,Yes
413710748,1,26,Midwest,1996,Female,Heterosexual,No,Some college,Yes,White,Student,Broadband,Never Married,Not at all important,Protestant,No,14,Rent,City,Never Served,4,Never,No
413281600,0,12,South,1949,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Widowed,Somewhat important,Roman Catholic,Yes,2,Own,Suburb,Served,4,Never,No
416580426,1,42,Northeast,1959,Female,Heterosexual,No,High school graduate,No,Black,Full-time,Broadband,Separated,Very important,Nothing in particular,No,5,Own,City,Never Served,5,Never,No
412281994,1,47,South,1962,Female,Heterosexual,No,4-year,No,White,Homemaker,Broadband,Married,Not at all important,Nothing in particular,No,10,Own,City,Never Served,5,Never,Yes
411971962,0,6,West,1947,Male,Heterosexual,No,High school graduate,No,Hispanic,Part-time,Broadband,Married,Very important,Something else,No,7,Own,Suburb,Served,4,Former,No
412893445,1,17,Midwest,1961,Female,Lesbian,No,Post-grad,Yes,White,Full-time,Broadband,Married,Not too important,Roman Catholic,No,9,Own,Town,Never Served,5,Never,Yes
412440626,1,5,South,1960,Female,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Married,Not at all important,Nothing in particular,No,3,Own,Rural area,Served,5,Never,No
412283488,0,38,Midwest,1955,Female,Heterosexual,No,2-year,No,White,Full-time,Broadband,Married,Somewhat important,Protestant,No,10,Own,Town,Never Served,5,Never,Yes
416477394,1,29,Midwest,1988,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Married,Not at all important,Agnostic,No,9,Rent,Suburb,Never Served,3,Never,No
413302641,1,4,West,1956,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Never Married,Somewhat important,Nothing in particular,No,3,Rent,City,Never Served,5,Never,No
417078647,0,48,South,1968,Male,Heterosexual,No,Some college,No,Hispanic,Other,Broadband,Separated,Somewhat important,Protestant,Yes,4,Own,Other,Served,4,Never,No
413355799,1,31,Midwest,1977,Male,Gay,No,4-year,No,Middle Eastern,Full-time,Broadband,Never Married,Somewhat important,Muslim,No,3,Own,Rural area,Never Served,3,Never,Yes
412020493,0,9,Northeast,1960,Female,Heterosexual,No,Some college,No,White,Full-time,Broadband,Never Married,Somewhat important,Nothing in particular,No,3,Rent,Town,Served,4,Never,Yes
413042045,1,6,West,1964,Male,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Married,Not at all important,Atheist,Yes,10,Rent,Suburb,Served,4,Never,No
415296783,1,54,South,1990,Female,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Married,Somewhat important,Protestant,Yes,7,Rent,Suburb,Served,5,Never,Yes
415489650,0,48,South,1988,Female,Heterosexual,No,High school graduate,No,Asian,Homemaker,Broadband,Married,Very important,Protestant,Yes,8,Rent,Suburb,Served,1,Never,No
414170580,1,34,Northeast,1954,Male,Heterosexual,No,High school graduate,No,Black,Retired,Broadband,Never Married,Very important,Nothing in particular,No,3,Rent,City,Never Served,5,Never,No
416391429,0,25,Northeast,1975,Male,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Divorced,Not too important,Protestant,No,7,Rent,Suburb,Never Served,1,Never,Yes
413001446,1,48,South,1936,Female,Heterosexual,No,4-year,No,White,Retired,Broadband,Widowed,Very important,Protestant,No,9,Own,Town,Served,5,Never,Yes
414589879,0,27,Midwest,1960,Male,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Married,Very important,Protestant,No,5,Own,Suburb,Served,5,Never,No
415726945,1,36,Northeast,1986,Female,Bisexual,No,Post-grad,No,Asian,Full-time,Broadband,Never Married,Not at all important,Atheist,No,9,Rent,City,Never Served,3,Never,Yes
413291424,0,40,South,1957,Male,Prefer not to say,No,2-year,No,White,Full-time,Broadband,Married,Very important,Mormon,No,10,Own,Rural area,Served,5,Current,Yes
418496069,1,16,West,1981,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Never Married,Not too important,Mormon,Yes,10,Rent,Suburb,Served,5,Never,Yes
414191489,1,6,West,1953,Female,Heterosexual,No,High school graduate,No,Asian,Full-time,Broadband,Married,Not at all important,Nothing in particular,No,6,Own,Suburb,Never Served,1,Never,Yes
414186428,1,55,Midwest,1960,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,11,Own,City,Served,5,Never,Yes
412328423,0,55,Midwest,1979,Female,Heterosexual,No,2-year,No,White,Full-time,Broadband,Married,Somewhat important,Roman Catholic,Yes,9,Own,Suburb,Never Served,5,Never,No
418250826,0,9,Northeast,1934,Male,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Not at all important,Agnostic,No,12,Own,Suburb,Served,5,Never,Yes
414196955,0,6,West,1964,Female,Heterosexual,No,High school graduate,No,White,Permanently disabled,Broadband,Divorced,Very important,Protestant,No,2,Rent,City,Never Served,5,Never,No
416407392,1,36,Northeast,1973,Female,Heterosexual,No,4-year,No,Hispanic,Full-time,Broadband,Divorced,Not too important,Roman Catholic,Yes,11,Own,City,Never Served,3,Never,Yes
419667977,1,12,South,1964,Male,Gay,No,4-year,No,Hispanic,Part-time,Broadband,Married,Not at all important,Atheist,No,10,Own,Suburb,Never Served,5,Never,Yes
412418230,0,39,Midwest,1965,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Widowed,Very important,Protestant,No,1,Own,Rural area,Never Served,5,Never,No
414327565,1,10,South,1945,Male,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Somewhat important,Roman Catholic,No,5,Own,Rural area,Served,5,Former,Yes
412338897,0,49,West,1958,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Married,Very important,Mormon,No,8,Own,Suburb,Served,4,Never,Yes
413146289,1,32,West,1960,Female,Heterosexual,No,High school graduate,No,Black,Retired,Broadband,Never Married,Not at all important,Nothing in particular,No,3,Rent,City,Served,5,Never,No
418234933,0,12,South,1980,Male,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Domestic partnership,Not at all important,Atheist,Yes,9,Own,Suburb,Served,4,Never,Yes
412318536,0,18,Midwest,1963,Male,Heterosexual,No,4-year,No,Other,Part-time,Broadband,Married,Very important,Protestant,No,12,Own,Suburb,Never Served,4,Never,Yes
412881976,1,17,Midwest,1953,Female,Heterosexual,No,High school graduate,No,Black,Retired,Broadband,Married,Not too important,Something else,No,11,Own,Suburb,Never Served,5,Former,Yes
412970007,0,21,South,1942,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Very important,Roman Catholic,No,10,Own,City,Served,4,Never,Yes
411880717,0,15,West,1941,Male,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Very important,Roman Catholic,No,6,Own,Suburb,Never Served,4,Never,Yes
413041754,1,36,Northeast,1966,Male,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Not too important,Roman Catholic,No,12,Own,Rural area,Served,4,Current,No
412301589,1,47,South,1966,Female,Heterosexual,No,4-year,No,White,Full-time,None,Never Married,Not at all important,Roman Catholic,No,9,Rent,City,Never Served,5,Never,Yes
415318662,1,45,South,1946,Male,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Not too important,Jewish,No,8,Own,Town,Never Served,4,Former,Yes
420191493,1,53,West,1960,Male,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Widowed,Very important,Protestant,Yes,11,Own,City,Served,4,Former,Yes
412369010,1,12,South,1960,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Not at all important,Nothing in particular,No,9,Own,Town,Served,5,Never,Yes
415528479,0,12,South,1973,Female,Heterosexual,No,High school graduate,No,White,Permanently disabled,Broadband,Never Married,Very important,Protestant,No,1,Own,City,Never Served,5,Never,No
413394342,1,42,Northeast,1961,Male,Heterosexual,No,High school graduate,No,Black,Retired,Broadband,Divorced,Very important,Protestant,No,6,Rent,City,Served,1,Never,No
412442742,0,4,West,1956,Female,Heterosexual,No,4-year,No,White,Unemployed,Broadband,Married,Very important,Protestant,No,11,Own,Suburb,Never Served,4,Never,No
414817893,0,36,Northeast,1988,Male,Heterosexual,No,Post-grad,No,Asian,Full-time,Broadband,Never Married,Not at all important,Nothing in particular,No,10,Own,City,Never Served,3,Never,Yes
420124069,1,39,Midwest,1973,Male,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Married,Not at all important,Atheist,Yes,7,Own,Rural area,Never Served,5,Former,Yes
414578523,0,42,Northeast,1987,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Very important,Protestant,No,5,Own,Suburb,Never Served,5,Never,Yes
412518553,1,36,Northeast,1963,Female,Heterosexual,No,Some college,No,Mixed,Permanently disabled,Broadband,Never Married,Very important,Protestant,No,4,Rent,City,Never Served,5,Never,No
412306525,0,26,Midwest,1943,Male,Heterosexual,No,Post-grad,No,White,Part-time,Broadband,Divorced,Not at all important,Agnostic,No,5,Own,Suburb,Served,4,Former,Yes
416173721,0,17,Midwest,1979,Male,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Married,Very important,Protestant,Yes,5,Own,Suburb,Served,5,Never,Yes
412422650,0,39,Midwest,1958,Female,Heterosexual,No,High school graduate,No,White,Unemployed,Broadband,Married,Very important,Protestant,No,4,Rent,Rural area,Never Served,5,Never,No
412920255,1,4,West,1984,Male,Gay,No,Some college,Yes,White,Full-time,Broadband,Married,Not at all important,Agnostic,No,12,Rent,Suburb,Never Served,5,Current,Yes
414369995,0,18,Midwest,1975,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Married,Very important,Roman Catholic,Yes,10,Own,Rural area,Served,5,Never,No
413936788,1,41,West,1989,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Never Married,Not at all important,Agnostic,No,4,Rent,City,Never Served,4,Never,No
413937401,1,47,South,1989,Male,Heterosexual,No,Post-grad,Yes,Hispanic,Student,Broadband,Married,Somewhat important,Nothing in particular,Yes,6,Own,Rural area,Never Served,3,Never,No
417080535,1,8,West,1969,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Never Married,Not at all important,Atheist,Yes,10,Own,City,Served,5,Never,Yes
417833859,0,13,South,1962,Male,Heterosexual,No,2-year,Yes,White,Full-time,Broadband,Married,Very important,Protestant,No,12,Own,Rural area,Served,5,Never,Yes
412128983,0,2,West,1929,Male,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,4,Own,City,Served,4,Former,Yes
412893970,0,42,Northeast,1938,Male,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Very important,Protestant,No,12,Own,Rural area,Served,5,Former,Yes
411772828,0,47,South,1940,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,8,Own,Town,Served,5,Never,Yes
413144335,0,24,South,1973,Male,Heterosexual,No,4-year,No,Asian,Full-time,Broadband,Married,Somewhat important,Nothing in particular,Yes,9,Own,Rural area,Served,1,Never,Yes
413933638,0,37,South,1988,Male,Heterosexual,No,Some college,No,White,Student,Broadband,Never Married,Very important,Roman Catholic,No,3,Other,Suburb,Never Served,3,Never,No
411986200,1,42,Northeast,1961,Female,Prefer not to say,No,High school graduate,No,White,Permanently disabled,Broadband,Divorced,Somewhat important,Protestant,No,2,Rent,Town,Served,5,Never,No
410940155,0,8,West,1938,Male,Prefer not to say,No,2-year,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,7,Own,Suburb,Served,5,Former,Yes
412462108,1,6,West,1967,Female,Heterosexual,No,No HS,No,White,Unemployed,Broadband,Married,Very important,Protestant,No,3,Own,City,Never Served,5,Never,No
417618227,0,35,West,1945,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Not too important,Nothing in particular,No,10,Own,Suburb,Served,5,Former,No
416173574,1,45,South,1967,Female,Heterosexual,No,High school graduate,Yes,White,Homemaker,Broadband,Married,Not too important,Roman Catholic,No,12,Own,Rural area,Never Served,5,Never,No
412380260,1,8,West,1963,Female,Heterosexual,No,4-year,No,White,Permanently disabled,Broadband,Married,Very important,Protestant,No,3,Rent,City,Served,5,Never,No
418065228,0,53,West,1938,Male,Heterosexual,No,2-year,No,White,Retired,Broadband,Married,Very important,Protestant,No,5,Own,Suburb,Never Served,4,Former,No
412012362,1,42,Northeast,1962,Female,Heterosexual,No,2-year,No,Black,Part-time,Broadband,Domestic partnership,Very important,Protestant,No,8,Rent,Rural area,Served,5,Former,No
416707355,1,24,South,1974,Female,Heterosexual,No,4-year,No,White,Part-time,Broadband,Married,Not too important,Roman Catholic,Yes,12,Own,Suburb,Served,5,Never,Yes
418904971,1,55,Midwest,1978,Male,Heterosexual,No,2-year,Yes,White,Unemployed,Broadband,Married,Not too important,Agnostic,Yes,5,Rent,City,Served,5,Never,No
415222471,1,6,West,1994,Female,Heterosexual,No,Some college,Yes,Hispanic,Part-time,Broadband,Never Married,Somewhat important,Roman Catholic,No,4,Rent,Town,Never Served,3,Never,No
412325724,1,47,South,1945,Female,Heterosexual,No,2-year,No,White,Retired,Broadband,Married,Not too important,Roman Catholic,No,5,Own,Rural area,Never Served,5,Never,Yes
413881322,1,26,Midwest,1965,Male,Heterosexual,No,2-year,No,White,Full-time,Broadband,Married,Not at all important,Agnostic,Yes,11,Own,Suburb,Served,5,Never,Yes
412351600,0,32,West,1980,Female,Heterosexual,No,2-year,No,White,Full-time,Broadband,Married,Somewhat important,Nothing in particular,No,9,Own,Suburb,Served,4,Former,Yes
416475822,1,6,West,1941,Female,Heterosexual,No,High school graduate,No,White,Part-time,Broadband,Married,Somewhat important,Roman Catholic,No,7,Own,Suburb,Served,4,Never,No
412435709,1,41,West,1964,Female,Heterosexual,No,Some college,Yes,White,Retired,Broadband,Married,Not too important,Nothing in particular,No,7,Own,Suburb,Served,3,Current,Yes
420128886,0,12,South,1958,Female,Heterosexual,No,Post-grad,No,White,Part-time,Broadband,Married,Very important,Protestant,No,3,Own,Town,Served,5,Never,Yes
420198043,0,51,South,1968,Male,Heterosexual,No,2-year,Yes,White,Full-time,None,Married,Somewhat important,Nothing in particular,No,5,Own,Rural area,Served,5,Never,Yes
414106846,0,39,Midwest,1970,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Somewhat important,Protestant,No,6,Own,Rural area,Never Served,5,Current,No
412023054,0,36,Northeast,1953,Female,Heterosexual,No,2-year,No,White,Retired,Broadband,Married,Somewhat important,Nothing in particular,No,3,Own,Rural area,Served,5,Never,No
412344620,0,48,South,1956,Male,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Very important,Roman Catholic,No,11,Own,Suburb,Served,4,Current,No
412971947,0,6,West,1968,Male,Heterosexual,No,2-year,No,White,Permanently disabled,Broadband,Married,Somewhat important,Roman Catholic,No,3,Own,Suburb,Served,5,Never,No
413469536,1,20,Midwest,1958,Female,Heterosexual,No,High school graduate,Yes,White,Homemaker,Broadband,Married,Not too important,Nothing in particular,No,9,Own,Rural area,Served,5,Never,No
412358190,1,17,Midwest,1955,Female,Prefer not to say,No,Some college,No,White,Retired,Broadband,Married,Not at all important,Nothing in particular,No,8,Own,Suburb,Served,5,Former,No
414165500,1,36,Northeast,1992,Male,Heterosexual,No,4-year,Yes,Hispanic,Unemployed,Broadband,Never Married,Not at all important,Agnostic,No,3,Other,Town,Never Served,4,Never,No
411857886,0,53,West,1947,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Divorced,Very important,Roman Catholic,No,3,Rent,City,Served,4,Never,No
412313799,1,55,Midwest,1937,Female,Heterosexual,No,4-year,No,White,Retired,Broadband,Divorced,Not at all important,Atheist,No,10,Other,City,Served,5,Former,No
414408191,0,48,South,1969,Female,Heterosexual,No,High school graduate,No,Hispanic,Permanently disabled,None,Widowed,Very important,Roman Catholic,Yes,3,Rent,City,Served,5,Never,No
414156220,1,34,Northeast,1977,Male,Heterosexual,Yes,4-year,Yes,Hispanic,Full-time,Broadband,Married,Somewhat important,Roman Catholic,Yes,9,Rent,City,Never Served,1,Current,Yes
415454730,1,37,South,1995,Female,Bisexual,No,4-year,No,White,Full-time,Broadband,Never Married,Not at all important,Agnostic,No,4,Rent,Suburb,Never Served,5,Never,No
417372329,1,6,West,1987,Male,Heterosexual,No,4-year,No,Asian,Part-time,Broadband,Never Married,Not at all important,Atheist,Yes,1,Own,Suburb,Never Served,3,Never,No
416702517,1,13,South,1982,Female,Heterosexual,No,Post-grad,Yes,Black,Full-time,Broadband,Married,Very important,Protestant,Yes,10,Own,Suburb,Never Served,5,Never,Yes
413327747,1,12,South,1992,Female,Heterosexual,No,Post-grad,Yes,White,Unemployed,Broadband,Never Married,Not too important,Nothing in particular,No,2,Other,Suburb,Never Served,5,Never,No
414277748,0,42,Northeast,1968,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Divorced,Somewhat important,Protestant,No,5,Own,Town,Served,4,Former,No
414032445,0,21,South,1977,Male,Heterosexual,No,No HS,No,White,Permanently disabled,Broadband,Married,Somewhat important,Protestant,Yes,7,Rent,Rural area,Never Served,5,Never,No
413767783,0,34,Northeast,1947,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Widowed,Very important,Roman Catholic,No,9,Own,Suburb,Served,4,Never,Yes
412039251,0,12,South,1960,Female,Heterosexual,No,Post-grad,Yes,White,Retired,Broadband,Married,Very important,Roman Catholic,No,13,Own,Town,Served,5,Never,Yes
413020895,1,53,West,1962,Male,Heterosexual,No,Some college,No,White,Permanently disabled,Broadband,Never Married,Very important,Protestant,No,2,Rent,Suburb,Never Served,4,Never,No
412334344,1,51,South,1943,Female,Heterosexual,No,4-year,No,White,Retired,Broadband,Divorced,Not too important,Protestant,No,4,Own,Town,Served,5,Never,Yes
412350862,0,25,Northeast,1958,Female,Heterosexual,No,2-year,No,White,Full-time,Broadband,Domestic partnership,Somewhat important,Roman Catholic,No,10,Own,Rural area,Served,4,Former,Yes
414007200,1,12,South,1995,Female,Lesbian,No,4-year,No,White,Student,Broadband,Domestic partnership,Not too important,Nothing in particular,No,4,Own,Suburb,Served,4,Never,Yes
413501896,1,4,West,1973,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Never Married,Not at all important,Nothing in particular,No,3,Rent,Suburb,Served,5,Never,Yes
412374069,1,39,Midwest,1983,Female,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Very important,Roman Catholic,No,12,Own,Suburb,Never Served,5,Never,Yes
415576195,1,12,South,1983,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Never Married,Somewhat important,Roman Catholic,No,9,Own,Suburb,Served,5,Never,No
415545765,0,47,South,1964,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Very important,Something else,No,12,Own,Rural area,Served,5,Never,Yes
412949085,0,42,Northeast,1955,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Divorced,Very important,Something else,No,10,Own,Town,Never Served,4,Former,Yes
416860151,1,55,Midwest,1958,Female,Heterosexual,No,2-year,Yes,White,Full-time,Broadband,Married,Not at all important,Agnostic,No,9,Own,Town,Served,5,Never,Yes
410862896,1,6,West,1957,Female,Heterosexual,No,Post-grad,No,Black,Part-time,Broadband,Married,Somewhat important,Protestant,No,11,Own,Suburb,Never Served,5,Never,Yes
413464267,0,12,South,1984,Male,Heterosexual,No,Some college,Yes,White,Full-time,Broadband,Never Married,Not at all important,Nothing in particular,No,14,Own,Suburb,Never Served,3,Never,No
411993766,1,36,Northeast,1947,Female,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Very important,Jewish,No,9,Own,City,Served,4,Never,Yes
414254082,1,18,Midwest,1978,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Divorced,Somewhat important,Roman Catholic,Yes,9,Own,City,Served,4,Never,No
414807497,0,41,West,1994,Female,Heterosexual,No,Some college,No,White,Homemaker,Broadband,Married,Very important,Protestant,Yes,9,Own,Town,Served,4,Never,Yes
413077332,1,36,Northeast,1966,Male,Heterosexual,No,Some college,No,Black,Full-time,Broadband,Married,Very important,Protestant,Yes,8,Own,Suburb,Served,5,Never,Yes
411987404,0,26,Midwest,1967,Male,Heterosexual,No,4-year,Yes,White,Student,Broadband,Never Married,Very important,Protestant,No,3,Rent,Town,Never Served,5,Former,No
415286381,1,13,South,1990,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Never Married,Not too important,Agnostic,No,5,Own,Suburb,Served,4,Never,Yes
412062254,1,25,Northeast,1942,Female,Prefer not to say,No,Some college,No,White,Retired,Broadband,Never Married,Very important,Roman Catholic,No,10,Own,Suburb,Never Served,4,Former,Yes
413596502,1,53,West,1985,Male,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Never Married,Not too important,Agnostic,No,4,Rent,City,Never Served,5,Never,No
412950211,1,6,West,1957,Female,Heterosexual,No,2-year,Yes,Black,Retired,Broadband,Never Married,Very important,Protestant,No,8,Own,Suburb,Served,5,Former,Yes
417351166,1,55,Midwest,1939,Male,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Not at all important,Atheist,No,12,Own,Suburb,Never Served,1,Former,Yes
414409660,1,42,Northeast,1977,Female,Heterosexual,No,4-year,Yes,Black,Full-time,Broadband,Married,Very important,Protestant,Yes,3,Other,Suburb,Served,5,Never,No
416421137,1,6,West,1957,Male,Heterosexual,No,High school graduate,No,Hispanic,Retired,Broadband,Married,Somewhat important,Roman Catholic,No,9,Own,Suburb,Served,3,Former,Yes
415611778,0,27,Midwest,1981,Female,Heterosexual,No,High school graduate,No,Mixed,Part-time,None,Married,Not too important,Nothing in particular,Yes,4,Own,Rural area,Never Served,4,Never,No
416823407,1,19,Midwest,1940,Female,Heterosexual,No,2-year,No,White,Part-time,Broadband,Married,Very important,Protestant,No,3,Own,Suburb,Never Served,4,Never,Yes
413193629,1,12,South,1955,Female,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Married,Not at all important,Agnostic,No,3,Rent,Rural area,Never Served,5,Former,No
413855015,1,23,Northeast,1976,Female,Heterosexual,No,2-year,Yes,White,Permanently disabled,None,Divorced,Very important,Nothing in particular,No,2,Rent,Rural area,Served,5,Never,No
413110337,0,31,Midwest,1994,Male,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Never Married,Very important,Protestant,No,3,Rent,City,Served,5,Never,Yes
419433743,0,5,South,1938,Male,Heterosexual,No,No HS,No,White,Retired,Broadband,Married,Very important,Protestant,No,6,Own,City,Served,5,Former,No
412329835,1,36,Northeast,1973,Female,Heterosexual,No,Post-grad,No,White,Unemployed,Broadband,Never Married,Not at all important,Nothing in particular,No,9,Own,Rural area,Never Served,5,Never,No
416272193,0,12,South,1990,Male,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Married,Somewhat important,Roman Catholic,Yes,11,Own,City,Served,4,Never,No
410952682,0,39,Midwest,1975,Male,Heterosexual,No,4-year,Yes,Hispanic,Full-time,Broadband,Married,Very important,Roman Catholic,Yes,7,Rent,City,Never Served,3,Never,No
